artist_familiarity,artist_hotttnesss,year
0.707,0.443,2003
0.726,0.443,2004
0.707,0.443,2004
0.707,0.443,1998
0.499,0.443,1991
0.499,0.443,1997
0.499,0.443,1995
0.499,0.443,1979
0.499,0.443,1987
0.499,0.443,1989
0.647,0.443,2003
0.647,0.443,2001
0.647,0.443,1997
0.647,0.443,2008
0.085,0.443,2000
0.667,0.443,1988
0.667,0.443,2005
0.667,0.443,2003
0.667,0.443,2008
0.667,0.443,1998
0.667,0.443,1996
0.667,0.443,2006
0.667,0.443,1999
0.667,0.443,1990
0.667,0.443,1993
0.537,0.443,1988
0.667,0.443,1989
0.667,0.443,1954
0.667,0.443,2000
0.667,0.443,1994
0.667,0.443,2001
0.65,0.443,1985
0.65,0.443,2001
0.65,0.443,2000
0.65,0.443,2003
0.65,0.443,1991
0.65,0.443,1987
0.65,0.443,1984
0.65,0.443,1983
0.65,0.443,1988
0.65,0.443,2010
0.65,0.443,1996
0.618,0.443,1969
0.563,0.443,2007
0.563,0.443,2009
0.563,0.443,2004
0.563,0.443,2005
0.62,0.443,2007
0.62,0.443,2005
0.615,0.443,2002
0.794,0.443,1988
0.794,0.443,1993
0.561,0.443,2003
0.561,0.443,2007
0.561,0.443,2002
0.705,0.443,2009
0.595,0.443,2009
0.595,0.443,2005
0.599,0.443,1994
0.599,0.443,1993
0.599,0.443,1956
0.599,0.443,2000
0.599,0.443,1997
0.599,0.443,1999
0.599,0.443,1951
0.599,0.443,1991
0.599,0.443,2006
0.599,0.443,1995
0.614,0.443,2009
0.558,0.443,1999
0.558,0.443,1998
0.457,0.443,2004
0.58,0.442,2008
0.58,0.442,1986
0.78,0.442,2006
0.78,0.442,2004
0.442,0.442,2010
0.442,0.442,2006
0.442,0.442,2003
0.442,0.442,1993
0.61,0.442,2006
0.61,0.442,2001
0.61,0.442,2000
0.61,0.442,2007
0.61,0.442,1998
0.697,0.442,2004
0.697,0.442,1989
0.697,0.442,1980
0.697,0.442,1999
0.697,0.442,1991
0.697,0.442,1981
0.697,0.442,1982
0.697,0.442,1979
0.697,0.442,1988
0.697,0.442,1995
0.697,0.442,1998
0.697,0.442,2001
0.697,0.442,1978
0.716,0.442,2005
0.716,0.442,2009
0.597,0.442,2007
0.611,0.442,1991
0.753,0.442,1968
0.598,0.442,2008
0.598,0.442,2001
0.598,0.442,2002
0.519,0.442,2006
0.519,0.442,1995
0.519,0.442,2000
0.519,0.442,2003
0.519,0.442,1997
0.519,0.442,1998
0.519,0.442,2001
0.519,0.442,2005
0.693,0.442,1995
0.693,0.442,1998
0.551,0.442,2006
0.551,0.442,2009
0.551,0.442,2008
0.499,0.442,1989
0.499,0.442,2001
0.556,0.442,1991
0.556,0.442,1985
0.46,0.442,2008
0.46,0.442,1995
0.46,0.442,2001
0.46,0.442,2005
0.617,0.442,2010
0.617,0.442,2009
0.661,0.442,2006
0.661,0.442,2005
0.675,0.442,2009
0.436,0.442,2009
0.589,0.442,2007
0.589,0.442,2004
0.584,0.442,2007
0.584,0.442,2006
0.619,0.442,2006
0.619,0.442,2009
0.504,0.442,2004
0.476,0.442,2005
0.536,0.442,2009
0.648,0.442,2003
0.648,0.442,2004
0.71,0.442,2002
0.71,0.442,2001
0.679,0.442,2002
0.52,0.442,2007
0.646,0.442,2001
0.614,0.442,1996
0.614,0.442,2004
0.614,0.442,1994
0.614,0.442,1993
0.614,0.442,2005
0.614,0.442,1999
0.614,0.442,1998
0.614,0.442,1992
0.614,0.442,2001
0.72,0.442,2006
0.72,0.442,2004
0.688,0.442,1984
0.688,0.442,2005
0.688,0.442,2007
0.688,0.442,1992
0.688,0.442,2008
0.782,0.442,2003
0.782,0.442,2009
0.782,0.442,2007
0.782,0.442,2005
0.643,0.442,2007
0.643,0.442,2005
0.782,0.442,1999
0.643,0.442,2003
0.668,0.442,2004
0.668,0.442,2007
0.668,0.442,2003
0.668,0.442,2006
0.668,0.442,2010
0.595,0.442,2002
0.595,0.442,2005
0.531,0.442,1982
0.531,0.442,2006
0.531,0.442,2002
0.484,0.442,2004
0.68,0.442,2001
0.68,0.442,2004
0.68,0.442,2006
0.68,0.442,2003
0.68,0.442,2009
0.556,0.442,2009
0.556,0.442,2006
0.556,0.442,2007
0.685,0.442,2010
0.579,0.442,2005
0.488,0.442,1988
0.488,0.442,1989
0.488,0.442,1990
0.488,0.442,1994
0.519,0.442,1999
0.519,0.442,2004
0.194,0.442,2009
0.194,0.442,2008
0.556,0.442,1996
0.558,0.442,2008
0.558,0.442,2005
0.558,0.442,2007
0.43,0.442,2004
0.558,0.442,2004
0.651,0.442,2008
0.651,0.442,2009
0.654,0.442,2008
0.654,0.442,2009
0.654,0.442,2006
0.654,0.442,2007
0.637,0.442,2006
0.637,0.442,2008
0.637,0.442,2005
0.637,0.442,2009
0.637,0.442,2004
0.637,0.442,2001
0.626,0.442,1992
0.626,0.442,2005
0.626,0.442,1998
0.626,0.442,1996
0.626,0.442,2007
0.626,0.442,1994
0.626,0.442,1991
0.626,0.442,1995
0.634,0.442,2005
0.634,0.442,2000
0.634,0.442,1999
0.634,0.442,2010
0.634,0.442,2002
0.612,0.442,2004
0.577,0.442,2008
0.621,0.442,1967
0.621,0.442,1982
0.621,0.442,1974
0.621,0.442,1970
0.621,0.442,1966
0.621,0.442,1989
0.621,0.442,1995
0.634,0.442,2003
0.634,0.442,2006
0.318,0.442,1992
0.639,0.442,2009
0.509,0.442,1998
0.509,0.442,1999
0.644,0.442,1994
0.644,0.442,1992
0.644,0.442,1998
0.644,0.442,2003
0.644,0.442,1995
0.644,0.442,1997
0.537,0.442,2010
0.616,0.442,2003
0.687,0.442,1992
0.687,0.442,1990
0.687,0.442,2001
0.687,0.442,1994
0.687,0.442,2005
0.687,0.442,1999
0.687,0.442,2003
0.608,0.442,2001
0.608,0.442,2002
0.545,0.442,1997
0.545,0.442,1998
0.722,0.442,1997
0.437,0.442,2007
0.607,0.442,2008
0.42,0.442,1993
0.42,0.442,1994
0.42,0.442,1998
0.632,0.442,1991
0.632,0.442,1997
0.632,0.442,1995
0.632,0.442,1998
0.632,0.442,1999
0.632,0.442,2002
0.632,0.442,1993
0.623,0.442,1997
0.623,0.442,1989
0.623,0.442,1992
0.623,0.442,2007
0.623,0.442,1998
0.623,0.442,1995
0.592,0.442,2005
0.592,0.442,2000
0.592,0.442,2009
0.592,0.442,2003
0.592,0.442,2002
0.592,0.442,2004
0.481,0.442,2001
0.481,0.442,2002
0.481,0.442,2005
0.481,0.442,2004
0.623,0.442,1977
0.552,0.442,1992
0.623,0.442,1980
0.552,0.442,1998
0.57,0.442,2001
0.57,0.442,1995
0.57,0.442,1999
0.57,0.442,1997
0.796,0.442,2009
0.796,0.442,2005
0.652,0.442,2010
0.688,0.442,2002
0.688,0.442,1983
0.688,0.442,1989
0.688,0.442,1990
0.515,0.442,2004
0.649,0.442,1984
0.649,0.442,1985
0.649,0.442,2007
0.649,0.442,1983
0.649,0.442,1995
0.649,0.442,1996
0.649,0.442,2008
0.649,0.442,1982
0.649,0.442,1987
0.619,0.442,1964
0.619,0.442,1992
0.624,0.442,2008
0.624,0.442,2007
0.675,0.442,2000
0.675,0.442,2003
0.675,0.442,1998
0.675,0.442,2004
0.559,0.442,1992
0.559,0.442,1978
0.721,0.442,2001
0.721,0.442,1998
0.721,0.442,2009
0.721,0.442,1999
0.721,0.442,2010
0.721,0.442,2005
0.721,0.442,1995
0.721,0.442,1997
0.721,0.442,2002
0.721,0.442,2006
0.612,0.442,2002
0.741,0.442,2003
0.741,0.442,2006
0.741,0.442,2005
0.741,0.442,1999
0.741,0.442,2009
0.741,0.442,2001
0.741,0.442,2008
0.555,0.441,2010
0.555,0.441,2005
0.555,0.441,2007
0.647,0.441,2001
0.647,0.441,2000
0.647,0.441,2002
0.647,0.441,1999
0.647,0.441,2003
0.647,0.441,1998
0.647,0.441,1996
0.593,0.441,1998
0.593,0.441,1997
0.593,0.441,2006
0.679,0.441,1997
0.574,0.441,2005
0.218,0.441,2005
0.574,0.441,2006
0.569,0.441,1988
0.569,0.441,1990
0.569,0.441,2006
0.569,0.441,1994
0.757,0.441,2007
0.757,0.441,2006
0.469,0.441,1999
0.469,0.441,2000
0.469,0.441,2003
0.761,0.441,2007
0.761,0.441,2004
0.761,0.441,2002
0.761,0.441,2005
0.761,0.441,2001
0.623,0.441,2006
0.623,0.441,2005
0.609,0.441,2005
0.452,0.441,2006
0.624,0.441,1995
0.624,0.441,1997
0.624,0.441,1999
0.624,0.441,2005
0.624,0.441,1996
0.624,0.441,2002
0.624,0.441,1994
0.607,0.441,1997
0.607,0.441,1983
0.607,0.441,1987
0.607,0.441,1986
0.607,0.441,1985
0.668,0.441,2003
0.668,0.441,2009
0.668,0.441,2002
0.545,0.441,2008
0.545,0.441,1993
0.673,0.441,2001
0.673,0.441,2008
0.673,0.441,2004
0.673,0.441,2000
0.559,0.441,2009
0.52,0.441,2008
0.518,0.441,1978
0.518,0.441,1990
0.518,0.441,2008
0.61,0.441,1993
0.61,0.441,1991
0.61,0.441,1996
0.61,0.441,2003
0.61,0.441,2001
0.61,0.441,1999
0.61,0.441,1997
0.61,0.441,1992
0.61,0.441,2007
0.664,0.441,1997
0.664,0.441,1999
0.664,0.441,2001
0.679,0.441,2003
0.679,0.441,2008
0.679,0.441,1998
0.679,0.441,2001
0.64,0.441,2004
0.64,0.441,2006
0.19,0.441,2006
0.573,0.441,2007
0.573,0.441,2003
0.573,0.441,2005
0.573,0.441,2001
0.581,0.441,2010
0.613,0.441,1981
0.613,0.441,1982
0.613,0.441,2003
0.613,0.441,1985
0.613,0.441,1990
0.613,0.441,1978
0.613,0.441,1980
0.613,0.441,1991
0.613,0.441,1984
0.613,0.441,2001
0.613,0.441,1979
0.613,0.441,2002
0.613,0.441,1983
0.613,0.441,1992
0.613,0.441,1989
0.613,0.441,1987
0.564,0.441,2007
0.564,0.441,2006
0.63,0.441,2009
0.63,0.441,2007
0.63,0.441,2006
0.575,0.441,1997
0.575,0.441,1999
0.575,0.441,1994
0.575,0.441,1996
0.575,0.441,2006
0.575,0.441,2002
0.575,0.441,2000
0.462,0.441,1999
0.462,0.441,2001
0.462,0.441,1998
0.462,0.441,2007
0.652,0.441,1983
0.652,0.441,1979
0.652,0.441,1991
0.652,0.441,1998
0.652,0.441,1981
0.652,0.441,1982
0.652,0.441,1994
0.652,0.441,1986
0.652,0.441,1992
0.652,0.441,1980
0.652,0.441,1989
0.535,0.441,2009
0.565,0.441,2008
0.593,0.441,2007
0.73,0.441,1998
0.692,0.441,2005
0.692,0.441,2007
0.692,0.441,2004
0.597,0.441,1991
0.597,0.441,1999
0.597,0.441,2007
0.619,0.441,2008
0.624,0.441,1988
0.624,0.441,1964
0.624,0.441,2008
0.624,0.441,2004
0.624,0.441,2001
0.624,0.441,1992
0.624,0.441,1963
0.624,0.441,1991
0.624,0.441,2006
0.517,0.441,1998
0.48,0.441,2009
0.503,0.441,1988
0.503,0.441,2007
0.503,0.441,1989
0.673,0.441,2007
0.611,0.441,2007
0.673,0.441,2009
0.673,0.441,2006
0.487,0.441,2006
0.484,0.441,2006
0.639,0.441,2002
0.639,0.441,2000
0.639,0.441,1999
0.639,0.441,2001
0.639,0.441,2007
0.639,0.441,1989
0.576,0.441,2010
0.576,0.441,1998
0.576,0.441,2004
0.53,0.441,2009
0.53,0.441,2007
0.67,0.441,1978
0.67,0.441,1977
0.616,0.441,2008
0.616,0.441,2006
0.616,0.441,2009
0.616,0.441,2007
0.575,0.441,2007
0.575,0.441,2003
0.575,0.441,2004
0.613,0.441,2000
0.613,0.441,2005
0.613,0.441,1993
0.613,0.441,1996
0.613,0.441,1997
0.682,0.441,2007
0.682,0.441,2005
0.682,0.441,2008
0.682,0.441,2001
0.621,0.441,1991
0.621,0.441,1995
0.621,0.441,2005
0.621,0.441,2003
0.621,0.441,1997
0.621,0.441,1987
0.621,0.441,2001
0.621,0.441,1993
0.621,0.441,2004
0.621,0.441,1992
0.621,0.441,1996
0.621,0.441,1999
0.555,0.441,1988
0.7,0.441,2004
0.669,0.441,1998
0.669,0.441,1995
0.55,0.441,2009
0.55,0.441,2008
0.55,0.441,2006
0.322,0.441,2008
0.563,0.441,2006
0.563,0.441,2004
0.637,0.441,1987
0.616,0.441,2005
0.183,0.441,2005
0.573,0.441,1988
0.573,0.441,1987
0.573,0.441,1996
0.573,0.441,1986
0.573,0.441,1989
0.573,0.441,2009
0.573,0.441,2006
0.524,0.441,2003
0.524,0.441,1988
0.524,0.441,1995
0.524,0.441,1993
0.524,0.441,1997
0.524,0.441,1990
0.683,0.441,2005
0.683,0.441,2007
0.683,0.441,2006
0.646,0.441,2009
0.646,0.441,1997
0.646,0.441,2000
0.588,0.441,2009
0.588,0.441,2007
0.685,0.441,2002
0.685,0.441,1992
0.685,0.441,1991
0.685,0.441,2008
0.685,0.441,2005
0.685,0.441,1996
0.685,0.441,1995
0.685,0.441,1993
0.685,0.441,1998
0.685,0.441,2000
0.685,0.441,1990
0.721,0.441,2009
0.721,0.441,2008
0.721,0.441,2003
0.566,0.441,1995
0.601,0.441,1978
0.601,0.441,2001
0.601,0.441,1979
0.411,0.441,2001
0.601,0.441,2003
0.701,0.441,2004
0.548,0.441,2007
0.627,0.441,2006
0.627,0.441,2008
0.626,0.441,2009
0.653,0.441,2001
0.653,0.441,2003
0.653,0.441,2009
0.653,0.441,2002
0.71,0.441,1980
0.71,0.441,1982
0.597,0.441,2006
0.597,0.441,1997
0.595,0.441,2002
0.533,0.441,2008
0.533,0.441,2007
0.533,0.441,2005
0.517,0.441,2010
0.517,0.441,2009
0.16,0.441,2007
0.687,0.441,2001
0.657,0.441,2003
0.499,0.441,1991
0.699,0.441,2009
0.624,0.441,1989
0.624,0.441,1986
0.624,0.441,1987
0.624,0.441,1985
0.546,0.441,2007
0.586,0.441,2009
0.737,0.441,2008
0.737,0.441,1999
0.737,0.441,1997
0.737,0.441,1998
0.737,0.441,1993
0.467,0.441,2008
0.586,0.441,2002
0.586,0.441,2010
0.586,0.441,2007
0.586,0.441,2005
0.586,0.441,2003
0.517,0.441,1999
0.517,0.441,2008
0.517,0.441,2001
0.517,0.441,2003
0.517,0.441,2006
0.517,0.441,2005
0.634,0.441,2007
0.634,0.441,2005
0.634,0.441,2003
0.634,0.441,2002
0.586,0.441,2001
0.505,0.441,2009
0.505,0.441,1973
0.602,0.441,2004
0.692,0.441,2009
0.692,0.441,2001
0.692,0.441,2002
0.665,0.441,2006
0.665,0.441,2003
0.665,0.441,2001
0.665,0.441,2002
0.665,0.441,2007
0.577,0.44,2007
0.608,0.44,2005
0.608,0.44,2003
0.691,0.44,2001
0.691,0.44,2004
0.691,0.44,2009
0.691,0.44,2007
0.66,0.44,2008
0.66,0.44,2001
0.66,0.44,2004
0.641,0.44,2008
0.641,0.44,2005
0.641,0.44,2010
0.562,0.44,2008
0.593,0.44,2004
0.593,0.44,2001
0.611,0.44,2000
0.611,0.44,2002
0.606,0.44,2003
0.275,0.44,2005
0.606,0.44,2005
0.606,0.44,2001
0.606,0.44,2000
0.606,0.44,2010
0.606,0.44,1998
0.606,0.44,1970
0.606,0.44,1968
0.606,0.44,1988
0.606,0.44,1994
0.606,0.44,1967
0.606,0.44,1989
0.62,0.44,2003
0.62,0.44,2002
0.462,0.44,1983
0.656,0.44,2003
0.656,0.44,2005
0.656,0.44,2004
0.6,0.44,2005
0.59,0.44,2009
0.59,0.44,2006
0.575,0.44,2010
0.625,0.44,2007
0.625,0.44,2003
0.625,0.44,2005
0.577,0.44,2009
0.577,0.44,1994
0.577,0.44,2001
0.577,0.44,1998
0.577,0.44,2000
0.488,0.44,2001
0.681,0.44,1997
0.681,0.44,1998
0.681,0.44,1994
0.681,0.44,1996
0.681,0.44,2005
0.681,0.44,2004
0.681,0.44,2007
0.681,0.44,2003
0.545,0.44,1997
0.681,0.44,1999
0.681,0.44,2000
0.681,0.44,2002
0.5,0.44,2004
0.688,0.44,2009
0.688,0.44,2008
0.688,0.44,2004
0.688,0.44,2006
0.688,0.44,2000
0.688,0.44,2003
0.688,0.44,2010
0.599,0.44,1990
0.599,0.44,1982
0.599,0.44,1983
0.599,0.44,1984
0.599,0.44,1985
0.614,0.44,2005
0.614,0.44,2008
0.614,0.44,2006
0.635,0.44,2001
0.635,0.44,2003
0.635,0.44,2010
0.635,0.44,2007
0.635,0.44,2004
0.306,0.44,2006
0.411,0.44,2005
0.411,0.44,2007
0.411,0.44,2008
0.411,0.44,2003
0.559,0.44,2007
0.676,0.44,2006
0.676,0.44,2003
0.676,0.44,2007
0.676,0.44,2005
0.569,0.44,2002
0.645,0.44,1989
0.645,0.44,1998
0.645,0.44,1988
0.645,0.44,1993
0.727,0.44,2004
0.727,0.44,2007
0.57,0.44,1999
0.57,0.44,1996
0.606,0.44,1993
0.606,0.44,2002
0.606,0.44,1992
0.606,0.44,1987
0.606,0.44,1954
0.606,0.44,1958
0.606,0.44,1991
0.606,0.44,2004
0.549,0.44,2008
0.706,0.44,2003
0.706,0.44,2010
0.706,0.44,2005
0.706,0.44,2002
0.706,0.44,2007
0.661,0.44,2009
0.684,0.44,2005
0.684,0.44,2002
0.684,0.44,2006
0.684,0.44,2004
0.684,0.44,2010
0.684,0.44,2008
0.684,0.44,2007
0.667,0.44,2008
0.633,0.44,2006
0.633,0.44,2009
0.587,0.44,2002
0.752,0.44,1996
0.752,0.44,1999
0.752,0.44,1993
0.752,0.44,1990
0.752,0.44,1988
0.752,0.44,2000
0.752,0.44,1998
0.752,0.44,1989
0.752,0.44,1995
0.752,0.44,1992
0.593,0.44,1997
0.593,0.44,1996
0.593,0.44,1995
0.61,0.44,1996
0.593,0.44,2009
0.752,0.44,2006
0.752,0.44,2002
0.752,0.44,2004
0.752,0.44,2001
0.752,0.44,1997
0.675,0.44,1987
0.675,0.44,1995
0.675,0.44,2010
0.675,0.44,1991
0.675,0.44,1993
0.569,0.44,1977
0.569,0.44,1972
0.569,0.44,1983
0.593,0.44,2003
0.593,0.44,2007
0.546,0.44,2003
0.634,0.44,2009
0.611,0.44,2007
0.611,0.44,2006
0.601,0.44,2008
0.578,0.44,2007
0.578,0.44,2006
0.578,0.44,2009
0.615,0.44,2006
0.615,0.44,2002
0.615,0.44,2000
0.615,0.44,2003
0.615,0.44,2008
0.556,0.44,1997
0.556,0.44,1995
0.556,0.44,1993
0.556,0.44,1991
0.501,0.44,1990
0.501,0.44,1996
0.501,0.44,1993
0.501,0.44,2007
0.501,0.44,2005
0.501,0.44,2008
0.501,0.44,1989
0.595,0.44,2009
0.612,0.44,1993
0.612,0.44,1999
0.612,0.44,1995
0.612,0.44,2004
0.612,0.44,1997
0.492,0.44,2006
0.597,0.44,1992
0.597,0.44,1976
0.597,0.44,1973
0.597,0.44,2000
0.597,0.44,1980
0.597,0.44,1989
0.623,0.44,2008
0.597,0.44,1996
0.597,0.44,1994
0.597,0.44,2009
0.597,0.44,2004
0.597,0.44,1991
0.597,0.44,2007
0.597,0.44,1993
0.597,0.44,1997
0.752,0.44,2008
0.752,0.44,2009
0.647,0.44,2007
0.647,0.44,2006
0.647,0.44,2008
0.506,0.44,2009
0.506,0.44,2007
0.715,0.44,1984
0.715,0.44,2000
0.45,0.44,2005
0.45,0.44,1959
0.643,0.44,2002
0.582,0.44,2003
0.582,0.44,2002
0.582,0.44,1997
0.582,0.44,1994
0.653,0.44,2007
0.653,0.44,2005
0.592,0.44,2009
0.592,0.44,2002
0.761,0.44,2005
0.595,0.44,2002
0.595,0.44,2001
0.595,0.44,1995
0.595,0.44,2007
0.595,0.44,1993
0.419,0.44,2007
0.595,0.44,1996
0.578,0.44,1983
0.578,0.44,1994
0.578,0.44,2003
0.578,0.44,1986
0.578,0.44,2001
0.578,0.44,1991
0.578,0.44,2002
0.578,0.44,1999
0.578,0.44,1982
0.616,0.44,2004
0.616,0.44,1998
0.616,0.44,1996
0.616,0.44,2005
0.616,0.44,1992
0.616,0.44,2002
0.616,0.44,1993
0.616,0.44,2007
0.616,0.44,2000
0.587,0.44,2010
0.587,0.44,2009
0.629,0.44,2008
0.636,0.44,2007
0.636,0.44,2008
0.434,0.44,2007
0.7,0.44,2002
0.7,0.44,2001
0.7,0.44,2009
0.618,0.44,2002
0.582,0.44,2005
0.128,0.44,2008
0.598,0.44,2003
0.598,0.44,2005
0.565,0.44,1986
0.565,0.44,1995
0.565,0.44,2001
0.565,0.44,2000
0.565,0.44,2003
0.565,0.44,1987
0.662,0.44,2010
0.662,0.44,2005
0.662,0.44,2003
0.662,0.44,2004
0.645,0.44,1985
0.645,0.44,1975
0.645,0.44,1999
0.645,0.44,1995
0.645,0.44,1976
0.645,0.44,1994
0.645,0.44,2004
0.689,0.44,2003
0.689,0.44,2007
0.689,0.44,2006
0.689,0.44,2008
0.689,0.44,2005
0.689,0.44,2004
0.686,0.44,2000
0.686,0.44,2003
0.686,0.44,2006
0.686,0.44,2007
0.686,0.44,2001
0.562,0.44,2006
0.607,0.44,2003
0.607,0.44,2005
0.607,0.44,2010
0.698,0.44,2009
0.698,0.44,2006
0.548,0.44,2009
0.796,0.44,2009
0.796,0.44,2004
0.796,0.44,2007
0.796,0.44,2005
0.796,0.44,2006
0.796,0.44,2001
0.592,0.44,2006
0.592,0.44,2007
0.592,0.44,2008
0.493,0.44,2004
0.493,0.44,1992
0.493,0.44,1982
0.493,0.44,1996
0.493,0.44,1994
0.493,0.44,2000
0.493,0.44,1986
0.493,0.44,1987
0.493,0.44,2005
0.493,0.44,1989
0.493,0.44,1997
0.666,0.439,2000
0.666,0.439,2002
0.666,0.439,2005
0.666,0.439,1999
0.558,0.439,1995
0.558,0.439,1981
0.558,0.439,1988
0.558,0.439,1984
0.558,0.439,1989
0.558,0.439,1976
0.62,0.439,2006
0.62,0.439,2007
0.539,0.439,2010
0.618,0.439,1961
0.618,0.439,1994
0.618,0.439,1963
0.631,0.439,1965
0.631,0.439,1993
0.631,0.439,1960
0.631,0.439,1986
0.631,0.439,1962
0.631,0.439,1987
0.631,0.439,1964
0.631,0.439,1961
0.631,0.439,1992
0.631,0.439,2002
0.75,0.439,1997
0.46,0.439,1971
0.653,0.439,2003
0.653,0.439,2006
0.785,0.439,2000
0.785,0.439,2004
0.785,0.439,2007
0.785,0.439,2008
0.785,0.439,2005
0.618,0.439,2009
0.504,0.439,2007
0.59,0.439,1994
0.59,0.439,1992
0.59,0.439,1993
0.59,0.439,2005
0.69,0.439,1994
0.69,0.439,1998
0.604,0.439,2003
0.604,0.439,2006
0.604,0.439,2009
0.609,0.439,2006
0.609,0.439,2001
0.609,0.439,2003
0.609,0.439,2008
0.645,0.439,2009
0.645,0.439,2007
0.645,0.439,2006
0.696,0.439,2007
0.696,0.439,2005
0.696,0.439,2003
0.696,0.439,1999
0.696,0.439,2000
0.648,0.439,2008
0.648,0.439,1992
0.648,0.439,2002
0.648,0.439,1994
0.648,0.439,2005
0.648,0.439,2003
0.648,0.439,1997
0.648,0.439,2006
0.648,0.439,2000
0.648,0.439,2004
0.525,0.439,2005
0.525,0.439,2003
0.525,0.439,2007
0.596,0.439,2005
0.642,0.439,2001
0.642,0.439,2005
0.642,0.439,2006
0.642,0.439,2002
0.642,0.439,2004
0.741,0.439,2003
0.741,0.439,2005
0.741,0.439,2001
0.741,0.439,2007
0.741,0.439,2006
0.741,0.439,2008
0.741,0.439,2009
0.533,0.439,2004
0.517,0.439,2007
0.576,0.439,1998
0.576,0.439,1996
0.576,0.439,1993
0.576,0.439,1994
0.576,0.439,1995
0.641,0.439,2009
0.671,0.439,2006
0.578,0.439,2006
0.578,0.439,2005
0.578,0.439,2007
0.578,0.439,2009
0.592,0.439,2008
0.592,0.439,2002
0.592,0.439,2005
0.592,0.439,1997
0.574,0.439,2010
0.508,0.439,1989
0.551,0.439,2009
0.551,0.439,2008
0.551,0.439,2007
0.585,0.439,2005
0.585,0.439,1994
0.605,0.439,1989
0.706,0.439,1997
0.706,0.439,1995
0.669,0.439,2003
0.669,0.439,2005
0.669,0.439,2000
0.669,0.439,2008
0.669,0.439,2004
0.669,0.439,2007
0.669,0.439,2010
0.669,0.439,2002
0.669,0.439,2009
0.651,0.439,2009
0.651,0.439,2010
0.651,0.439,1998
0.651,0.439,2004
0.651,0.439,2002
0.651,0.439,2000
0.651,0.439,1994
0.651,0.439,1996
0.642,0.439,1999
0.642,0.439,1996
0.642,0.439,1994
0.642,0.439,2000
0.613,0.439,2005
0.581,0.439,1978
0.581,0.439,1997
0.581,0.439,2008
0.581,0.439,1985
0.581,0.439,2007
0.581,0.439,1991
0.654,0.439,2002
0.654,0.439,1993
0.654,0.439,2007
0.661,0.439,2003
0.661,0.439,2001
0.661,0.439,2007
0.661,0.439,2005
0.661,0.439,2004
0.661,0.439,2000
0.667,0.439,2001
0.609,0.439,1992
0.609,0.439,2002
0.722,0.439,1994
0.722,0.439,1990
0.195,0.439,2009
0.722,0.439,2009
0.547,0.439,1990
0.547,0.439,1999
0.547,0.439,2002
0.62,0.439,2005
0.63,0.439,2005
0.63,0.439,2008
0.606,0.439,1993
0.606,0.439,1995
0.606,0.439,1991
0.606,0.439,1990
0.606,0.439,2005
0.606,0.439,2009
0.606,0.439,1992
0.58,0.439,1990
0.615,0.439,2007
0.429,0.439,2008
0.157,0.439,2009
0.157,0.439,2010
0.548,0.439,2010
0.588,0.439,2004
0.588,0.439,1998
0.588,0.439,2002
0.512,0.439,2010
0.512,0.439,1997
0.65,0.439,2008
0.783,0.439,2008
0.607,0.439,1998
0.631,0.439,2007
0.631,0.439,2004
0.631,0.439,2006
0.631,0.439,2003
0.626,0.439,1967
0.626,0.439,1995
0.626,0.439,1998
0.626,0.439,2002
0.626,0.439,2000
0.626,0.439,1990
0.626,0.439,2006
0.626,0.439,1971
0.626,0.439,2001
0.626,0.439,1965
0.626,0.439,1973
0.626,0.439,1966
0.626,0.439,1975
0.626,0.439,1979
0.626,0.439,1969
0.701,0.439,2002
0.701,0.439,2007
0.701,0.439,2008
0.517,0.439,2009
0.517,0.439,2002
0.517,0.439,1993
0.517,0.439,1997
0.517,0.439,1995
0.529,0.439,2007
0.635,0.439,2006
0.477,0.439,1997
0.477,0.439,1982
0.477,0.439,1979
0.634,0.439,2009
0.634,0.439,2007
0.672,0.439,1995
0.672,0.439,1986
0.672,0.439,1999
0.672,0.439,1981
0.672,0.439,1989
0.672,0.439,1965
0.672,0.439,1987
0.672,0.439,1997
0.672,0.439,1996
0.672,0.439,1976
0.672,0.439,1985
0.672,0.439,2007
0.672,0.439,1988
0.672,0.439,2005
0.582,0.439,2008
0.582,0.439,1998
0.582,0.439,2006
0.154,0.439,2008
0.604,0.439,2005
0.604,0.439,1994
0.604,0.439,2000
0.604,0.439,1996
0.604,0.439,1995
0.56,0.439,2009
0.718,0.439,2006
0.718,0.439,2008
0.604,0.439,2010
0.604,0.439,2007
0.604,0.439,2008
0.585,0.439,1999
0.585,0.439,1997
0.585,0.439,2003
0.625,0.439,1984
0.625,0.439,2001
0.625,0.439,1986
0.625,0.439,1999
0.625,0.439,1983
0.602,0.439,2009
0.645,0.439,2000
0.645,0.439,1997
0.645,0.439,1996
0.645,0.439,1994
0.645,0.439,2004
0.601,0.439,1959
0.601,0.439,1998
0.601,0.439,1957
0.601,0.439,1972
0.601,0.439,1994
0.601,0.439,2001
0.601,0.439,1958
0.601,0.439,1995
0.601,0.439,1989
0.601,0.439,1985
0.651,0.439,2007
0.651,0.439,2006
0.405,0.439,2007
0.65,0.439,2006
0.65,0.439,2005
0.65,0.439,2002
0.65,0.439,2003
0.631,0.439,2001
0.631,0.439,2008
0.631,0.439,2009
0.631,0.439,1998
0.578,0.439,1989
0.578,0.439,1986
0.625,0.439,2004
0.639,0.439,2004
0.639,0.439,2006
